SampleID,StationID,tsn,Name1,Name2,N_Taxa,LargeRareCount,Comments,TaxaID_IBI,Index_Name,Index_Class,DA_mi2,GP_RR,Family,Genus,CommonName,CNMember,OrdFamCodeOld,OrdFamCode,FeedingGroupsCode,FeedGrpWt,WetPIAssoc,Habitat,Tolerance,MNToleranceStm,LongLived,Legless,ToleranceWL,Comments,Habit,FFG,TolVal,TolVal2,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SubFamily,Tribe,SubGenus,Species,Variety,DrainSqMi,TaxaTransID,TaxaID,EXCLUDE_v1,EXCLUDE
20132632,00UM007,68422,Oligochaeta,,13,,,Oligochaeta,MN_IBI_Bugs,4,88.77341912,GP,,,oligochaetes,Oligochaeta,OlgXXX,OlgXXX,cg,,,burr,6,6,FALSE,TRUE,,,BU,CG,6,6,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,,,,,,88.77341912,Oligochaeta,Oligochaeta,FALSE,FALSE
20132632,00UM007,70493,Hydrobiidae,,18,,,Hydrobiidae,MN_IBI_Bugs,4,88.77341912,GP,Hydrobiidae,,,gastropods,MesHyb,MesHyb,sc,,,clim,9,4.55587050125188,FALSE,TRUE,,,CB,SC,4.55587050125188,4.55587050125188,Mollusca,,Gastropoda,,Neotaenioglossa,,,,,,,88.77341912,Hydrobiidae,Hydrobiidae,FALSE,FALSE
20132632,00UM007,76569,Ferrissia,,1,,,Ferrissia,MN_IBI_Bugs,4,88.77341912,GP,Ancylidae,Ferrissia,,gastropods,BasAnc,BasAnc,sc,,,clim,7,7.07044099449106,FALSE,TRUE,,,CB,SC,7.07044099449106,7.07044099449106,Mollusca,,Gastropoda,,Basommatophora,,,,,,,88.77341912,Ferrissia,Ferrissia,FALSE,FALSE
20132632,00UM007,76622,Promenetus,exacuous,1,,,Promenetus exacuous,MN_IBI_Bugs,4,88.77341912,GP,Planorbidae,Promenetus,Sharp sprite,gastropods,BasPla,BasPla,sc,,,clim,,6.83414096724577,FALSE,TRUE,,,CB,SC,6.83414096724577,6.83414096724577,Mollusca,,Gastropoda,,Basommatophora,,,,,exacuous,,88.77341912,Promenetus,Promenetus,FALSE,FALSE
20132632,00UM007,81388,Pisidiidae,,22,,Changed from Pisidiidae 06/20/2000,Pisidiidae,MN_IBI_Bugs,4,88.77341912,GP,Pisidiidae,,peaclams,Fingernail clam,VenPis,VenPis,cf,,,burr,8,7.82188472148241,FALSE,TRUE,I,Changed from Pisidiidae 06/20/2000,BU,CF,7.82188472148241,7.82188472148241,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,,,,,88.77341912,Pisidiidae,Pisidiidae,FALSE,FALSE
20132632,00UM007,94025,Hyalella,,60,,,Hyalella,MN_IBI_Bugs,4,88.77341912,GP,Hyalellidae,Hyalella,"scuds, sideswimmers",amphipods,AmpHya,AmpHya,cg,,,spra,8,7.30425909072411,FALSE,FALSE,,,SP,CG,7.30425909072411,7.30425909072411,Arthropoda,Crustacea,Malacostraca,,Amphipoda,Gammaridea,,,,,,88.77341912,Hyalella,Hyalella,FALSE,FALSE
20132632,00UM007,100713,Stenacron,,5,,,Stenacron,MN_IBI_Bugs,4,88.77341912,GP,Heptageniidae,Stenacron,,mayflies,EphHep,EphHep,cg,,,clng,7,7.25222256947282,FALSE,FALSE,,,CN,CG,7.25222256947282,7.25222256947282,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,,,,,,88.77341912,Stenacron,Stenacron,FALSE,FALSE
20132632,00UM007,101095,Leptophlebiidae,,12,,Early Instar,Leptophlebiidae,MN_IBI_Bugs,4,88.77341912,GP,Leptophlebiidae,,,mayflies,EphLeb,EphLeb,cg,,,clng,2,3.2669122191221,FALSE,FALSE,,,CN,CG,3.2669122191221,3.2669122191221,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,,,,,88.77341912,Leptophlebiidae,Leptophlebiidae,FALSE,FALSE
20132632,00UM007,101483,Caenis,diminuta,6,,Diminata Gr.,Caenis diminuta,MN_IBI_Bugs,4,88.77341912,GP,Caenidae,Caenis,,mayflies,EphCae,EphCae,cg,,,spra,7,8.79397655838929,FALSE,FALSE,,Diminata Gr.,SP,CG,8.79397655838929,8.79397655838929,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,,,diminuta,,88.77341912,Caenis,Caenis,FALSE,FALSE
20132632,00UM007,114126,Dubiraphia,,4,,,Dubiraphia,MN_IBI_Bugs,4,88.77341912,GP,Elmidae,Dubiraphia,,riffle beetles,ColElm,ColElm,cg,,,clng,6,9.2646070334561,TRUE,FALSE,,,CN,CG,9.2646070334561,9.2646070334561,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,,,,,,88.77341912,Dubiraphia,Dubiraphia,FALSE,FALSE
20132632,00UM007,115453,Hydropsyche,,11,,Early Instar,Hydropsyche,MN_IBI_Bugs,4,88.77341912,GP,Hydropsychidae,Hydropsyche,,net-spinning caddisflies,TriHys,TriHys,cf,,,clng,4,7.80893118339394,FALSE,FALSE,,,CN,CF,7.80893118339394,7.80893118339394,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychinae,,,,,88.77341912,Hydropsyche,Hydropsyche,FALSE,FALSE
20132632,00UM007,116608,Oecetis,avara,1,,Avara Gr.,Oecetis avara,MN_IBI_Bugs,4,88.77341912,GP,Leptoceridae,Oecetis,,long-horn caddisflies,TriLet,TriLet,pr,PredE,,clng,,4.30555239385649,FALSE,FALSE,,Avara Gr.,CN,PR,4.30555239385649,4.30555239385649,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptocerinae,Oecetini,,Oecetis avara,,88.77341912,Oecetis,Oecetis,FALSE,FALSE
20132632,00UM007,116684,Ceraclea,,3,,,Ceraclea,MN_IBI_Bugs,4,88.77341912,GP,Leptoceridae,Ceraclea,,long-horn caddisflies,TriLet,TriLet,cg,,,clng,4,2.44802803183932,FALSE,FALSE,I,,CN,CG,2.44802803183932,2.44802803183932,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Leptocerinae,Athripsodini,,,,88.77341912,Ceraclea,Ceraclea,FALSE,FALSE
20132632,00UM007,116794,Lepidostoma,,3,,,Lepidostoma,MN_IBI_Bugs,4,88.77341912,GP,Lepidostomatidae,Lepidostoma,,caddisflies,TriLep,TriLep,sh,,,clim,1,0.121348522896451,FALSE,FALSE,,,CB,SH,0.121348522896451,0.121348522896451,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Lepidostomatinae,,,,,88.77341912,Lepidostomatidae,Lepidostomatidae,FALSE,FALSE
20132632,00UM007,127338,Ceratopogoninae,,1,,Early Instar,Ceratopogoninae,MN_IBI_Bugs,4,88.77341912,GP,Ceratopogonidae,,,biting midges,DipCer,DipCer,pr,PredE,,burr,6,6,FALSE,TRUE,,,BU,PR,6,6,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogoninae,,,,,88.77341912,Ceratopogonidae,Ceratopogonidae,FALSE,FALSE
20132632,00UM007,127996,Clinotanypus,,1,,,Clinotanypus,MN_IBI_Bugs,4,88.77341912,GP,Chironomidae,Clinotanypus,,midges,DipTan,DipTap,pr,PredE,,burr,8,3.29532218489127,FALSE,TRUE,,,BU,PR,3.29532218489127,3.29532218489127,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tanypodinae,Coelotanypodini,,,,88.77341912,Clinotanypus,Clinotanypus,FALSE,FALSE
20132632,00UM007,128457,Orthocladiinae,,1,,Damaged,Orthocladiinae,MN_IBI_Bugs,4,88.77341912,GP,Chironomidae,,,midges,DipOrt,DipOrt,cg,,,burr,5,5,FALSE,TRUE,,,BU,CG,5,5,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Orthocladiinae,,,,,88.77341912,Orthocladiinae,Orthocladiinae,TRUE,TRUE
20132632,00UM007,128575,Cricotopus,,3,,,Cricotopus,MN_IBI_Bugs,4,88.77341912,GP,Chironomidae,Cricotopus,,midges,DipOrt,DipOrt,sh,,,clng,7,8.51532796510931,FALSE,TRUE,T,,CN,SH,8.51532796510931,8.51532796510931,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Orthocladiinae,Orthocladiini,,,,88.77341912,Cricotopus,Cricotopus,FALSE,FALSE
